query	grouping_confidence	location_confidence	orientation_confidence
NODE_88_length_19112_cov_8.107348_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1291_length_174_cov_5.170213_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_237_length_7662_cov_6.478965_pilon_pilon_pilon_pilon	1.0	0.009920616878688405	0.6642660730653398
NODE_471_length_865_cov_5.741192_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_255_length_6652_cov_7.108966_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_115_length_16173_cov_7.721551_pilon_pilon_pilon_pilon	1.0	0.016836372822914718	0.6757282772476143
NODE_83_length_19800_cov_9.099375_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_10_length_47378_cov_7.505598_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_241_length_7333_cov_7.608937_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_138_length_13859_cov_8.024833_pilon_pilon_pilon_pilon	1.0	1.0	0.9926284599262846
NODE_365_length_2791_cov_8.465090_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_398_length_1873_cov_6.698740_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_319_length_3982_cov_8.117510_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_207_length_8921_cov_7.292358_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_608_length_457_cov_0.778788_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_106_length_16943_cov_6.762191_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_429_length_1298_cov_5.038596_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_194_length_10120_cov_5.641649_pilon_pilon_pilon_pilon	1.0	1.0	0.9920870425321464
NODE_357_length_2963_cov_6.219323_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_230_length_7781_cov_6.990071_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_460_length_957_cov_1.895181_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_412_length_1618_cov_8.965795_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_73_length_21473_cov_7.526890_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_196_length_9963_cov_7.228548_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_306_length_4861_cov_6.780524_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_250_length_6805_cov_7.686433_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_223_length_8109_cov_6.305061_pilon_pilon_pilon_pilon	1.0	0.2920375270627857	0.5364421979455405
NODE_210_length_8738_cov_5.748345_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_355_length_3060_cov_7.756904_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_507_length_611_cov_7.926829_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_171_length_11789_cov_7.311525_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_200_length_9692_cov_8.038996_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_317_length_4020_cov_7.630362_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_112_length_16266_cov_7.103786_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_136_length_13929_cov_7.656137_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_60_length_23545_cov_7.213767_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_56_length_24647_cov_7.295024_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_69_length_22048_cov_7.775786_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_381_length_2310_cov_6.435639_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_243_length_7197_cov_7.137199_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_450_length_1100_cov_8.912641_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_134_length_14094_cov_6.810052_pilon_pilon_pilon_pilon	1.0	0.6148830844769992	0.5380939913601257
NODE_478_length_820_cov_7.835498_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_244_length_7129_cov_16.607112_pilon_pilon_pilon_pilon	1.0	0.002853874640229815	0.7938391465899557
NODE_119_length_15484_cov_7.541056_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_240_length_7499_cov_7.984536_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_142_length_13389_cov_8.377394_pilon_pilon_pilon_pilon	1.0	0.5134200495146776	0.9327210103329506
NODE_181_length_11154_cov_7.449986_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_893_length_381_cov_11.444882_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_143_length_13361_cov_7.473553_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_341_length_3430_cov_6.456252_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_373_length_2527_cov_14.655614_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_4_length_65821_cov_7.341766_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_239_length_7504_cov_9.715467_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_665_length_438_cov_0.672026_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_127_length_14703_cov_7.026756_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_91_length_18646_cov_7.205735_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_430_length_1293_cov_5.225557_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_347_length_3331_cov_5.840200_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_308_length_4777_cov_6.741720_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_481_length_780_cov_1.312404_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_28_length_30905_cov_7.452239_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_356_length_3002_cov_7.585043_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_462_length_921_cov_7.556298_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_653_length_441_cov_2.108280_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_17_length_39964_cov_8.278711_pilon_pilon_pilon_pilon	1.0	0.02165932598007594	1.0
NODE_279_length_5723_cov_7.420300_pilon_pilon_pilon_pilon	1.0	0.012658602230043477	1.0
NODE_225_length_8046_cov_7.524687_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_71_length_21647_cov_7.719610_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_300_length_4945_cov_8.735782_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_100_length_17476_cov_7.750303_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_183_length_11117_cov_8.144586_pilon_pilon_pilon_pilon	1.0	0.010813604637683626	0.5782848151062155
NODE_59_length_23588_cov_8.508418_pilon_pilon_pilon_pilon	1.0	0.0044528703103346706	0.6611158460630696
NODE_50_length_26177_cov_7.830019_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_331_length_3669_cov_14.376906_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_342_length_3373_cov_8.094578_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_315_length_4392_cov_6.323564_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_57_length_23944_cov_7.796196_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_379_length_2313_cov_11.788655_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_23_length_35086_cov_8.292686_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_495_length_645_cov_7.797297_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_113_length_16200_cov_8.301624_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_642_length_445_cov_1.547170_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_265_length_6175_cov_6.831680_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_85_length_19684_cov_7.121849_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_160_length_12317_cov_6.773503_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_346_length_3345_cov_6.729646_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_310_length_4767_cov_7.199353_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_340_length_3435_cov_6.725212_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_312_length_4646_cov_8.014162_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_159_length_12362_cov_7.616020_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_288_length_5419_cov_6.781179_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_54_length_25259_cov_7.919346_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_263_length_6306_cov_6.804175_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_251_length_6777_cov_7.997594_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_404_length_1786_cov_3.362266_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_103_length_17313_cov_8.092517_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_96_length_17706_cov_7.833950_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_51_length_26151_cov_7.034084_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_269_length_6105_cov_6.690365_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_802_length_404_cov_1.552347_pilon_pilon_pilon_pilon	1.0	1.0	0.7103064066852368
NODE_424_length_1413_cov_6.374806_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1407_length_161_cov_65.617647_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_526_length_560_cov_12.833718_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_433_length_1255_cov_7.942376_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_99_length_17581_cov_7.446660_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_541_length_503_cov_2.117021_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_839_length_396_cov_0.676580_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_344_length_3353_cov_7.436454_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_283_length_5664_cov_7.308290_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_155_length_12565_cov_8.066570_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_270_length_6063_cov_8.050034_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_268_length_6109_cov_14.219325_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_515_length_591_cov_8.256466_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_406_length_1717_cov_6.729560_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_434_length_1249_cov_6.682709_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_166_length_11935_cov_7.678946_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_353_length_3114_cov_7.545698_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_153_length_12692_cov_7.409073_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_174_length_11455_cov_7.652366_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_182_length_11129_cov_7.441829_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_633_length_449_cov_2.770186_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_262_length_6322_cov_5.578047_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_333_length_3579_cov_6.987833_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_80_length_20543_cov_8.213803_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_246_length_6952_cov_7.504762_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_376_length_2392_cov_6.380574_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_228_length_7935_cov_6.938653_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_152_length_12699_cov_6.514715_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_523_length_563_cov_6.521739_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_53_length_25568_cov_8.006761_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_303_length_4872_cov_7.488725_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_5_length_54572_cov_7.470989_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_487_length_683_cov_8.190647_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_297_length_5026_cov_7.887528_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_273_length_6005_cov_4.127084_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_256_length_6641_cov_7.222137_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_420_length_1441_cov_4.152207_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_204_length_9070_cov_7.971598_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_147_length_13235_cov_6.858178_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_580_length_469_cov_1.467836_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_781_length_409_cov_2.414894_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_267_length_6120_cov_8.972301_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_208_length_8809_cov_13.900944_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_109_length_16349_cov_8.229133_pilon_pilon_pilon_pilon	1.0	0.004733912914383072	0.781407504200112
NODE_229_length_7879_cov_6.443627_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_334_length_3534_cov_6.742002_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_453_length_1069_cov_10.925690_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_396_length_1901_cov_6.777903_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_68_length_22650_cov_7.712649_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_257_length_6641_cov_7.080749_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_187_length_10685_cov_8.179485_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_58_length_23872_cov_7.748284_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_125_length_14788_cov_7.936294_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_179_length_11222_cov_8.372961_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_46_length_27067_cov_7.815627_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_2_length_81468_cov_8.180143_pilon_pilon_pilon_pilon	1.0	0.3524242772744504	1.0
NODE_248_length_6906_cov_8.823868_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_75_length_21194_cov_8.256562_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_169_length_11889_cov_7.853001_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_216_length_8409_cov_8.059285_pilon_pilon_pilon_pilon	1.0	0.006475652079697607	0.9896874671156477
NODE_92_length_18325_cov_7.864601_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_111_length_16287_cov_7.432859_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_352_length_3136_cov_7.124626_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_13_length_43510_cov_7.930756_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_496_length_643_cov_0.885659_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_131_length_14269_cov_7.946613_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_343_length_3369_cov_7.811228_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_280_length_5698_cov_9.483935_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_8_length_48885_cov_8.042762_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_329_length_3679_cov_9.377252_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_282_length_5669_cov_8.832551_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_192_length_10171_cov_8.159498_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_140_length_13502_cov_7.075589_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_911_length_341_cov_1.668224_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_11_length_46730_cov_7.761711_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_52_length_26041_cov_7.194875_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_599_length_462_cov_1.056716_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_144_length_13358_cov_7.579548_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_457_length_1005_cov_2.379271_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_6_length_54179_cov_8.186802_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_185_length_10928_cov_8.020461_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_903_length_380_cov_0.980237_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_451_length_1077_cov_1.050526_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_278_length_5724_cov_7.231374_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_302_length_4892_cov_7.941028_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_797_length_405_cov_1.841727_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_120_length_15126_cov_7.001400_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_271_length_6040_cov_8.628784_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_447_length_1150_cov_4.494624_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_264_length_6215_cov_8.638141_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_473_length_851_cov_7.600829_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_219_length_8238_cov_7.410554_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_417_length_1572_cov_8.134256_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_76_length_21171_cov_7.411994_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_389_length_2033_cov_5.975341_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_383_length_2287_cov_2.008333_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_491_length_659_cov_2.513158_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_18_length_38275_cov_7.432028_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_432_length_1275_cov_6.977352_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_276_length_5767_cov_8.271631_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_218_length_8250_cov_8.152899_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_186_length_10927_cov_8.302037_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_374_length_2520_cov_5.127037_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_361_length_2874_cov_7.083728_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_475_length_844_cov_7.220363_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_110_length_16305_cov_7.344171_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_295_length_5107_cov_6.877711_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_482_length_749_cov_8.204180_pilon_pilon_pilon_pilon	1.0	0.00011749967943380998	0.9101123595505618
NODE_212_length_8621_cov_6.982929_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_148_length_13108_cov_7.445035_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_414_length_1616_cov_5.754869_pilon_pilon_pilon_pilon	1.0	1.0	1.0
